timestamp,x,value,direction,event_type,delta_y,max_abs_slope
2026:03:06:15:41:45:340,1650.0,29648.0,陡降,陡降起點,-10601.0,1501.800000000001
2026:03:06:15:41:49:840,1659.0,19047.0,陡降,陡降終點,-10601.0,1501.800000000001
2026:03:06:15:41:50:840,1661.0,19284.0,陡升,陡升起點,1425.0,328.20000000000255
2026:03:06:15:41:53:840,1667.0,20709.0,陡升,陡升終點,1425.0,328.20000000000255
2026:03:06:15:41:58:840,1677.0,20604.0,陡升,陡升起點,1636.0,321.99999999999454
2026:03:06:15:42:02:840,1685.0,22240.0,陡升,陡升終點,1636.0,321.99999999999454
2026:03:06:15:42:17:340,1714.0,22332.0,陡降,陡降起點,-20644.0,3732.4000000000015
2026:03:06:15:42:24:840,1729.0,1688.0,陡降,陡降終點,-20644.0,3732.4000000000015
2026:03:06:15:44:47:340,2013.0,1640.0,陡升,陡升起點,12664.0,2534.999999999999
2026:03:06:15:45:04:427,2018.0,14304.0,陡升,陡升終點,12664.0,2534.999999999999
2026:03:06:15:46:51:427,2232.0,12781.0,陡降,陡降起點,-10437.0,2792.800000000002
2026:03:06:15:46:55:427,2240.0,2344.0,陡降,陡降終點,-10437.0,2792.800000000002
2026:03:06:16:38:34:427,8434.0,1584.0,陡升,陡升起點,5968.0,477.9999999999991
2026:03:06:16:38:48:927,8463.0,7552.0,陡升,陡升終點,5968.0,477.9999999999991
2026:03:06:16:46:06:427,9338.0,9639.0,陡升,陡升起點,2424.0,501.60000000000036
2026:03:06:16:46:08:427,9342.0,12063.0,陡升,陡升終點,2424.0,501.60000000000036
2026:03:06:16:46:09:427,9344.0,10163.0,陡降,陡降起點,-989.0,506.20000000000255
2026:03:06:16:46:12:427,9350.0,9174.0,陡降,陡降終點,-989.0,506.20000000000255
2026:03:06:16:46:20:427,9366.0,5187.0,陡升,陡升起點,7548.0,970.1999999999971
2026:03:06:16:46:30:427,9386.0,12735.0,陡升,陡升終點,7548.0,970.1999999999971
2026:03:06:16:46:30:927,9387.0,12599.0,陡降,陡降起點,-3722.0,476.0000000000018
2026:03:06:16:46:45:427,9416.0,8877.0,陡降,陡降終點,-3722.0,476.0000000000018
2026:03:06:16:47:58:927,9563.0,10472.0,陡降,陡降起點,-3453.0,979.0000000000018
2026:03:06:16:48:00:927,9567.0,7019.0,陡降,陡降終點,-3453.0,979.0000000000018
2026:03:06:16:48:01:428,9568.0,9657.0,陡升,陡升起點,3469.0,1077.9999999999982
2026:03:06:16:48:09:428,9584.0,13126.0,陡升,陡升終點,3469.0,1077.9999999999982
2026:03:06:16:48:10:927,9587.0,13110.0,陡降,陡降起點,-3895.0,485.8000000000011
2026:03:06:16:48:22:427,9610.0,9215.0,陡降,陡降終點,-3895.0,485.8000000000011
2026:03:06:16:49:38:927,9763.0,10689.0,陡降,陡降起點,-1019.0,1023.6000000000004
2026:03:06:16:49:41:427,9768.0,9670.0,陡降,陡降終點,-1019.0,1023.6000000000004
2026:03:06:16:49:43:428,9772.0,11178.0,陡升,陡升起點,1820.0,306.0
2026:03:06:16:49:50:927,9787.0,12998.0,陡升,陡升終點,1820.0,306.0
2026:03:06:16:49:51:427,9788.0,13508.0,陡降,陡降起點,-3695.0,504.8000000000011
2026:03:06:16:50:00:927,9807.0,9813.0,陡降,陡降終點,-3695.0,504.8000000000011
2026:03:06:16:51:18:927,9963.0,11000.0,陡降,陡降起點,-1051.0,1173.9999999999982
2026:03:06:16:51:21:427,9968.0,9949.0,陡降,陡降終點,-1051.0,1173.9999999999982
2026:03:06:16:51:23:427,9972.0,11337.0,陡升,陡升起點,1854.0,288.2000000000007
2026:03:06:16:51:30:427,9986.0,13191.0,陡升,陡升終點,1854.0,288.2000000000007
2026:03:06:16:51:31:427,9988.0,13693.0,陡降,陡降起點,-3650.0,524.2000000000007
2026:03:06:16:51:39:427,10004.0,10043.0,陡降,陡降終點,-3650.0,524.2000000000007
2026:03:06:16:52:58:927,10163.0,10993.0,陡降,陡降起點,-3712.0,1009.5999999999985
2026:03:06:16:53:00:927,10167.0,7281.0,陡降,陡降終點,-3712.0,1009.5999999999985
2026:03:06:16:53:01:927,10169.0,11175.0,陡升,陡升起點,1854.0,758.6000000000004
2026:03:06:16:53:10:927,10187.0,13029.0,陡升,陡升終點,1854.0,758.6000000000004
2026:03:06:16:53:11:427,10188.0,13750.0,陡降,陡降起點,-3611.0,521.0000000000018
2026:03:06:16:53:21:427,10208.0,10139.0,陡降,陡降終點,-3611.0,521.0000000000018
2026:03:06:16:54:38:927,10363.0,11067.0,陡降,陡降起點,-3775.0,1049.199999999999
2026:03:06:16:54:40:927,10367.0,7292.0,陡降,陡降終點,-3775.0,1049.199999999999
2026:03:06:16:54:43:927,10373.0,11359.0,陡升,陡升起點,1404.0,250.00000000000182
2026:03:06:16:54:50:927,10387.0,12763.0,陡升,陡升終點,1404.0,250.00000000000182
2026:03:06:16:54:51:427,10388.0,13926.0,陡降,陡降起點,-3908.0,540.2000000000025
2026:03:06:16:55:06:927,10419.0,10018.0,陡降,陡降終點,-3908.0,540.2000000000025
2026:03:06:16:56:18:927,10563.0,11028.0,陡降,陡降起點,-3779.0,791.8000000000011
2026:03:06:16:56:20:927,10567.0,7249.0,陡降,陡降終點,-3779.0,791.8000000000011
2026:03:06:16:56:24:427,10574.0,11217.0,陡升,陡升起點,1711.0,317.3999999999978
2026:03:06:16:56:30:927,10587.0,12928.0,陡升,陡升終點,1711.0,317.3999999999978
2026:03:06:16:56:31:427,10588.0,14194.0,陡降,陡降起點,-3962.0,585.7999999999993
2026:03:06:16:56:41:427,10608.0,10232.0,陡降,陡降終點,-3962.0,585.7999999999993
2026:03:06:16:57:58:927,10763.0,11030.0,陡降,陡降起點,-3894.0,862.4000000000015
2026:03:06:16:58:00:927,10767.0,7136.0,陡降,陡降終點,-3894.0,862.4000000000015
2026:03:06:16:58:04:427,10774.0,11106.0,陡升,陡升起點,1769.0,319.39999999999964
2026:03:06:16:58:10:928,10787.0,12875.0,陡升,陡升終點,1769.0,319.39999999999964
2026:03:06:16:58:11:427,10788.0,14216.0,陡降,陡降起點,-4070.0,607.8000000000011
2026:03:06:16:58:21:927,10809.0,10146.0,陡降,陡降終點,-4070.0,607.8000000000011
2026:03:06:16:59:38:927,10963.0,10968.0,陡降,陡降起點,-3412.0,1145.800000000003
2026:03:06:16:59:40:927,10967.0,7556.0,陡降,陡降終點,-3412.0,1145.800000000003
2026:03:06:16:59:43:927,10973.0,10997.0,陡升,陡升起點,1888.0,321.1999999999989
2026:03:06:16:59:50:927,10987.0,12885.0,陡升,陡升終點,1888.0,321.1999999999989
2026:03:06:16:59:51:427,10988.0,14170.0,陡降,陡降起點,-4237.0,586.4000000000033
2026:03:06:17:00:06:427,11018.0,9933.0,陡降,陡降終點,-4237.0,586.4000000000033
2026:03:06:17:01:18:927,11163.0,11184.0,陡降,陡降起點,-3770.0,930.6000000000004
2026:03:06:17:01:20:928,11167.0,7414.0,陡降,陡降終點,-3770.0,930.6000000000004
2026:03:06:17:01:24:427,11174.0,11032.0,陡升,陡升起點,1849.0,337.59999999999854
2026:03:06:17:01:30:927,11187.0,12881.0,陡升,陡升終點,1849.0,337.59999999999854
2026:03:06:17:01:31:427,11188.0,14332.0,陡降,陡降起點,-4322.0,606.0
2026:03:06:17:01:43:427,11212.0,10010.0,陡降,陡降終點,-4322.0,606.0
2026:03:06:17:02:58:927,11363.0,11298.0,陡降,陡降起點,110.0,981.4000000000015
2026:03:06:17:03:01:927,11369.0,11408.0,陡降,陡降終點,110.0,981.4000000000015
2026:03:06:17:03:04:427,11374.0,10756.0,陡升,陡升起點,1868.0,314.60000000000036
2026:03:06:17:03:10:928,11387.0,12624.0,陡升,陡升終點,1868.0,314.60000000000036
2026:03:06:17:03:11:427,11388.0,14110.0,陡降,陡降起點,-4170.0,545.2000000000007
2026:03:06:17:03:27:927,11421.0,9940.0,陡降,陡降終點,-4170.0,545.2000000000007
2026:03:06:17:04:38:927,11563.0,11248.0,陡降,陡降起點,175.0,996.0000000000018
2026:03:06:17:04:41:927,11569.0,11423.0,陡降,陡降終點,175.0,996.0000000000018
2026:03:06:17:04:43:928,11573.0,10514.0,陡升,陡升起點,2367.0,342.79999999999745
2026:03:06:17:04:50:927,11587.0,12881.0,陡升,陡升終點,2367.0,342.79999999999745
2026:03:06:17:04:51:427,11588.0,14230.0,陡降,陡降起點,-4209.0,587.4000000000015
2026:03:06:17:05:05:927,11617.0,10021.0,陡降,陡降終點,-4209.0,587.4000000000015
2026:03:06:17:06:18:927,11763.0,11213.0,陡降,陡降起點,246.0,814.2000000000007
2026:03:06:17:06:21:927,11769.0,11459.0,陡降,陡降終點,246.0,814.2000000000007
2026:03:06:17:06:23:927,11773.0,10612.0,陡升,陡升起點,1925.0,310.60000000000036
2026:03:06:17:06:30:927,11787.0,12537.0,陡升,陡升終點,1925.0,310.60000000000036
2026:03:06:17:06:31:427,11788.0,14188.0,陡降,陡降起點,-4005.0,567.4000000000015
2026:03:06:17:06:43:427,11812.0,10183.0,陡降,陡降終點,-4005.0,567.4000000000015
2026:03:06:17:07:58:927,11963.0,11179.0,陡降,陡降起點,276.0,797.4000000000015
2026:03:06:17:08:01:927,11969.0,11455.0,陡降,陡降終點,276.0,797.4000000000015
2026:03:06:17:08:03:927,11973.0,10488.0,陡升,陡升起點,2438.0,326.79999999999745
2026:03:06:17:08:11:927,11989.0,12926.0,陡升,陡升終點,2438.0,326.79999999999745
2026:03:06:17:08:12:427,11990.0,14445.0,陡降,陡降起點,-4411.0,597.4000000000015
2026:03:06:17:08:27:427,12020.0,10034.0,陡降,陡降終點,-4411.0,597.4000000000015
2026:03:06:17:09:39:927,12165.0,11247.0,陡降,陡降起點,116.0,1031.6000000000022
2026:03:06:17:09:42:927,12171.0,11363.0,陡降,陡降終點,116.0,1031.6000000000022
2026:03:06:17:09:44:927,12175.0,10373.0,陡升,陡升起點,2273.0,401.99999999999636
2026:03:06:17:09:51:927,12189.0,12646.0,陡升,陡升終點,2273.0,401.99999999999636
2026:03:06:17:09:52:427,12190.0,14393.0,陡降,陡降起點,-4086.0,588.8000000000029
2026:03:06:17:10:04:427,12214.0,10307.0,陡降,陡降終點,-4086.0,588.8000000000029
2026:03:06:17:11:19:927,12365.0,11186.0,陡降,陡降起點,174.0,1071.800000000001
2026:03:06:17:11:22:927,12371.0,11360.0,陡降,陡降終點,174.0,1071.800000000001
2026:03:06:17:11:25:427,12376.0,10512.0,陡升,陡升起點,2017.0,383.60000000000036
2026:03:06:17:11:31:928,12389.0,12529.0,陡升,陡升終點,2017.0,383.60000000000036
2026:03:06:17:11:32:427,12390.0,14310.0,陡降,陡降起點,-3862.0,598.4000000000015
2026:03:06:17:11:41:927,12409.0,10448.0,陡降,陡降終點,-3862.0,598.4000000000015
2026:03:06:17:12:59:927,12565.0,11096.0,陡降,陡降起點,152.0,1159.4000000000015
2026:03:06:17:13:02:927,12571.0,11248.0,陡降,陡降終點,152.0,1159.4000000000015
2026:03:06:17:13:05:427,12576.0,10354.0,陡升,陡升起點,2491.0,375.60000000000036
2026:03:06:17:13:11:927,12589.0,12845.0,陡升,陡升終點,2491.0,375.60000000000036
2026:03:06:17:13:12:427,12590.0,14369.0,陡降,陡降起點,-4222.0,566.6000000000004
2026:03:06:17:13:25:927,12617.0,10147.0,陡降,陡降終點,-4222.0,566.6000000000004
2026:03:06:17:14:39:927,12765.0,11273.0,陡降,陡降起點,60.0,916.0
2026:03:06:17:14:42:927,12771.0,11333.0,陡降,陡降終點,60.0,916.0
2026:03:06:17:14:44:927,12775.0,10177.0,陡升,陡升起點,2648.0,352.39999999999964
2026:03:06:17:14:51:927,12789.0,12825.0,陡升,陡升終點,2648.0,352.39999999999964
2026:03:06:17:14:52:427,12790.0,14223.0,陡降,陡降起點,-4015.0,542.2000000000007
2026:03:06:17:15:06:427,12818.0,10208.0,陡降,陡降終點,-4015.0,542.2000000000007
2026:03:06:17:16:19:927,12965.0,11272.0,陡降,陡降起點,27.0,979.4000000000015
2026:03:06:17:16:22:927,12971.0,11299.0,陡降,陡降終點,27.0,979.4000000000015
2026:03:06:17:16:25:427,12976.0,10355.0,陡升,陡升起點,2125.0,361.79999999999745
2026:03:06:17:16:31:927,12989.0,12480.0,陡升,陡升終點,2125.0,361.79999999999745
2026:03:06:17:16:32:427,12990.0,14234.0,陡降,陡降起點,-3870.0,560.2000000000025
2026:03:06:17:16:43:927,13013.0,10364.0,陡降,陡降終點,-3870.0,560.2000000000025
2026:03:06:17:17:59:928,13165.0,11088.0,陡降,陡降起點,236.0,863.6000000000004
2026:03:06:17:18:02:927,13171.0,11324.0,陡降,陡降終點,236.0,863.6000000000004
2026:03:06:17:18:04:927,13175.0,10062.0,陡升,陡升起點,2606.0,417.3999999999978
2026:03:06:17:18:11:927,13189.0,12668.0,陡升,陡升終點,2606.0,417.3999999999978
2026:03:06:17:18:12:427,13190.0,14507.0,陡降,陡降起點,-4183.0,617.0000000000018
2026:03:06:17:18:24:427,13214.0,10324.0,陡降,陡降終點,-4183.0,617.0000000000018
2026:03:06:17:19:39:927,13365.0,11142.0,陡降,陡降起點,201.0,810.7999999999993
2026:03:06:17:19:42:927,13371.0,11343.0,陡降,陡降終點,201.0,810.7999999999993
2026:03:06:17:19:45:427,13376.0,10245.0,陡升,陡升起點,2491.0,364.59999999999854
2026:03:06:17:19:51:927,13389.0,12736.0,陡升,陡升終點,2491.0,364.59999999999854
2026:03:06:17:19:52:427,13390.0,14376.0,陡降,陡降起點,-4249.0,576.0000000000018
2026:03:06:17:20:07:427,13420.0,10127.0,陡降,陡降終點,-4249.0,576.0000000000018
2026:03:06:17:20:16:927,13439.0,9928.0,陡降,陡降起點,-788.0,155.40000000000146
2026:03:06:17:20:19:427,13444.0,9140.0,陡降,陡降終點,-788.0,155.40000000000146
2026:03:06:17:21:19:927,13565.0,11233.0,陡降,陡降起點,49.0,781.4000000000015
2026:03:06:17:21:22:927,13571.0,11282.0,陡降,陡降終點,49.0,781.4000000000015
2026:03:06:17:21:25:427,13576.0,10120.0,陡升,陡升起點,2667.0,424.9999999999982
2026:03:06:17:21:31:927,13589.0,12787.0,陡升,陡升終點,2667.0,424.9999999999982
2026:03:06:17:21:32:427,13590.0,14480.0,陡降,陡降起點,-4603.0,609.0
2026:03:06:17:21:47:427,13620.0,9877.0,陡降,陡降終點,-4603.0,609.0
2026:03:06:17:22:59:927,13765.0,11300.0,陡降,陡降起點,19.0,1201.6000000000022
2026:03:06:17:23:02:927,13771.0,11319.0,陡降,陡降終點,19.0,1201.6000000000022
2026:03:06:17:23:05:927,13777.0,10227.0,陡升,陡升起點,2566.0,412.39999999999964
2026:03:06:17:23:11:927,13789.0,12793.0,陡升,陡升終點,2566.0,412.39999999999964
2026:03:06:17:23:12:427,13790.0,14282.0,陡降,陡降起點,-3893.0,547.3999999999996
2026:03:06:17:23:22:427,13810.0,10389.0,陡降,陡降終點,-3893.0,547.3999999999996
2026:03:06:17:23:36:928,13839.0,9723.0,陡降,陡降起點,-565.0,127.40000000000146
2026:03:06:17:23:39:927,13845.0,9158.0,陡降,陡降終點,-565.0,127.40000000000146
2026:03:06:17:24:39:927,13965.0,11142.0,陡降,陡降起點,243.0,1143.800000000001
2026:03:06:17:24:42:927,13971.0,11385.0,陡降,陡降終點,243.0,1143.800000000001
2026:03:06:17:24:45:927,13977.0,9995.0,陡升,陡升起點,2440.0,431.59999999999854
2026:03:06:17:24:51:927,13989.0,12435.0,陡升,陡升終點,2440.0,431.59999999999854
2026:03:06:17:24:52:427,13990.0,14237.0,陡降,陡降起點,-4338.0,518.8000000000011
2026:03:06:17:25:09:927,14025.0,9899.0,陡降,陡降終點,-4338.0,518.8000000000011
2026:03:06:17:26:19:928,14165.0,11236.0,陡降,陡降起點,296.0,1033.7999999999993
2026:03:06:17:26:22:927,14171.0,11532.0,陡降,陡降終點,296.0,1033.7999999999993
2026:03:06:17:26:23:428,14172.0,11161.0,陡降,陡降起點,-1467.0,365.39999999999964
2026:03:06:17:26:25:427,14176.0,9694.0,陡降,陡降終點,-1467.0,365.39999999999964
2026:03:06:17:26:25:927,14177.0,9934.0,陡升,陡升起點,2507.0,434.59999999999854
2026:03:06:17:26:31:927,14189.0,12441.0,陡升,陡升終點,2507.0,434.59999999999854
2026:03:06:17:26:32:427,14190.0,14256.0,陡降,陡降起點,-4140.0,553.0000000000018
2026:03:06:17:26:46:927,14219.0,10116.0,陡降,陡降終點,-4140.0,553.0000000000018
2026:03:06:17:27:59:927,14365.0,11246.0,陡降,陡降起點,334.0,913.7999999999993
2026:03:06:17:28:02:927,14371.0,11580.0,陡降,陡降終點,334.0,913.7999999999993
2026:03:06:17:28:03:427,14372.0,11293.0,陡降,陡降起點,-1318.0,350.0000000000018
2026:03:06:17:28:05:927,14377.0,9975.0,陡降,陡降終點,-1318.0,350.0000000000018
2026:03:06:17:28:06:428,14378.0,10222.0,陡升,陡升起點,2179.0,427.1999999999989
2026:03:06:17:28:11:927,14389.0,12401.0,陡升,陡升終點,2179.0,427.1999999999989
2026:03:06:17:28:12:427,14390.0,14102.0,陡降,陡降起點,-3971.0,513.8000000000011
2026:03:06:17:28:25:927,14417.0,10131.0,陡降,陡降終點,-3971.0,513.8000000000011
2026:03:06:17:29:39:927,14565.0,11270.0,陡降,陡降起點,392.0,1143.0
2026:03:06:17:29:42:927,14571.0,11662.0,陡降,陡降終點,392.0,1143.0
2026:03:06:17:29:43:427,14572.0,11283.0,陡降,陡降起點,-1297.0,359.2000000000007
2026:03:06:17:29:45:927,14577.0,9986.0,陡降,陡降終點,-1297.0,359.2000000000007
2026:03:06:17:29:46:427,14578.0,10094.0,陡升,陡升起點,2109.0,424.5999999999967
2026:03:06:17:29:51:928,14589.0,12203.0,陡升,陡升終點,2109.0,424.5999999999967
2026:03:06:17:29:52:427,14590.0,14189.0,陡降,陡降起點,-4523.0,514.4000000000015
2026:03:06:17:30:11:427,14628.0,9666.0,陡降,陡降終點,-4523.0,514.4000000000015
2026:03:06:17:30:16:427,14638.0,9598.0,陡降,陡降起點,-557.0,112.60000000000218
2026:03:06:17:30:19:927,14645.0,9041.0,陡降,陡降終點,-557.0,112.60000000000218
2026:03:06:17:31:19:927,14765.0,11139.0,陡降,陡降起點,511.0,829.0000000000018
2026:03:06:17:31:22:927,14771.0,11650.0,陡降,陡降終點,511.0,829.0000000000018
2026:03:06:17:31:25:927,14777.0,9891.0,陡升,陡升起點,2537.0,379.1999999999989
2026:03:06:17:31:32:927,14791.0,12428.0,陡升,陡升終點,2537.0,379.1999999999989
2026:03:06:17:31:33:427,14792.0,14332.0,陡降,陡降起點,-4347.0,544.0
2026:03:06:17:31:46:927,14819.0,9985.0,陡降,陡降終點,-4347.0,544.0
2026:03:06:17:33:00:928,14967.0,11179.0,陡降,陡降起點,685.0,1044.800000000001
2026:03:06:17:33:03:928,14973.0,11864.0,陡降,陡降終點,685.0,1044.800000000001
2026:03:06:17:33:04:427,14974.0,11199.0,陡降,陡降起點,-1240.0,411.8000000000029
2026:03:06:17:33:06:927,14979.0,9959.0,陡降,陡降終點,-1240.0,411.8000000000029
2026:03:06:17:33:07:427,14980.0,10111.0,陡升,陡升起點,2428.0,386.60000000000036
2026:03:06:17:33:12:927,14991.0,12539.0,陡升,陡升終點,2428.0,386.60000000000036
2026:03:06:17:33:13:427,14992.0,14021.0,陡降,陡降起點,-4127.0,509.2000000000007
2026:03:06:17:33:26:427,15018.0,9894.0,陡降,陡降終點,-4127.0,509.2000000000007
2026:03:06:17:34:40:927,15167.0,11193.0,陡降,陡降起點,516.0,791.2000000000025
2026:03:06:17:34:43:927,15173.0,11709.0,陡降,陡降終點,516.0,791.2000000000025
2026:03:06:17:34:44:427,15174.0,11364.0,陡降,陡降起點,-1433.0,381.60000000000036
2026:03:06:17:34:46:927,15179.0,9931.0,陡降,陡降終點,-1433.0,381.60000000000036
2026:03:06:17:34:47:428,15180.0,10169.0,陡升,陡升起點,2123.0,360.79999999999745
2026:03:06:17:34:52:927,15191.0,12292.0,陡升,陡升終點,2123.0,360.79999999999745
2026:03:06:17:34:53:427,15192.0,13874.0,陡降,陡降起點,-3913.0,464.8000000000011
2026:03:06:17:35:07:927,15221.0,9961.0,陡降,陡降終點,-3913.0,464.8000000000011
2026:03:06:17:36:20:927,15367.0,11179.0,陡降,陡降起點,737.0,1165.800000000003
2026:03:06:17:36:23:928,15373.0,11916.0,陡降,陡降終點,737.0,1165.800000000003
2026:03:06:17:36:26:928,15379.0,10129.0,陡升,陡升起點,2246.0,341.59999999999854
2026:03:06:17:36:32:927,15391.0,12375.0,陡升,陡升終點,2246.0,341.59999999999854
2026:03:06:17:36:33:427,15392.0,13794.0,陡降,陡降起點,-3725.0,475.20000000000255
2026:03:06:17:36:44:927,15415.0,10069.0,陡降,陡降終點,-3725.0,475.20000000000255
2026:03:06:17:38:00:927,15567.0,11130.0,陡降,陡降起點,687.0,836.0000000000036
2026:03:06:17:38:03:927,15573.0,11817.0,陡降,陡降終點,687.0,836.0000000000036
2026:03:06:17:38:06:427,15578.0,9995.0,陡升,陡升起點,2406.0,322.3999999999978
2026:03:06:17:38:12:927,15591.0,12401.0,陡升,陡升終點,2406.0,322.3999999999978
2026:03:06:17:38:13:427,15592.0,13960.0,陡降,陡降起點,-4074.0,536.4000000000015
2026:03:06:17:38:24:927,15615.0,9886.0,陡降,陡降終點,-4074.0,536.4000000000015
2026:03:06:17:39:40:927,15767.0,11272.0,陡降,陡降起點,643.0,1089.7999999999993
2026:03:06:17:39:43:927,15773.0,11915.0,陡降,陡降終點,643.0,1089.7999999999993
2026:03:06:17:39:46:427,15778.0,9837.0,陡升,陡升起點,2473.0,337.39999999999964
2026:03:06:17:39:52:927,15791.0,12310.0,陡升,陡升終點,2473.0,337.39999999999964
2026:03:06:17:39:53:427,15792.0,13736.0,陡降,陡降起點,-3805.0,472.8000000000011
2026:03:06:17:40:04:427,15814.0,9931.0,陡降,陡降終點,-3805.0,472.8000000000011
2026:03:06:17:41:20:927,15967.0,11138.0,陡降,陡降起點,895.0,907.8000000000011
2026:03:06:17:41:23:927,15973.0,12033.0,陡降,陡降終點,895.0,907.8000000000011
2026:03:06:17:41:26:427,15978.0,10062.0,陡升,陡升起點,2634.0,337.60000000000036
2026:03:06:17:41:32:927,15991.0,12696.0,陡升,陡升終點,2634.0,337.60000000000036
2026:03:06:17:41:33:427,15992.0,13706.0,陡降,陡降起點,-3742.0,504.6000000000022
2026:03:06:17:41:44:927,16015.0,9964.0,陡降,陡降終點,-3742.0,504.6000000000022
2026:03:06:17:43:00:927,16167.0,11134.0,陡降,陡降起點,953.0,813.8000000000011
2026:03:06:17:43:03:927,16173.0,12087.0,陡降,陡降終點,953.0,813.8000000000011
2026:03:06:17:43:05:927,16177.0,9789.0,陡升,陡升起點,3010.0,319.60000000000036
2026:03:06:17:43:12:427,16190.0,12799.0,陡升,陡升終點,3010.0,319.60000000000036
2026:03:06:17:43:13:427,16192.0,13762.0,陡降,陡降起點,-3963.0,490.39999999999964
2026:03:06:17:43:27:427,16220.0,9799.0,陡降,陡降終點,-3963.0,490.39999999999964
2026:03:06:17:44:40:927,16367.0,11174.0,陡降,陡降起點,967.0,1022.8000000000011
2026:03:06:17:44:43:927,16373.0,12141.0,陡降,陡降終點,967.0,1022.8000000000011
2026:03:06:17:44:46:427,16378.0,10255.0,陡升,陡升起點,2741.0,321.0
2026:03:06:17:44:52:427,16390.0,12996.0,陡升,陡升終點,2741.0,321.0
2026:03:06:17:44:53:427,16392.0,13570.0,陡降,陡降起點,-3642.0,460.8000000000011
2026:03:06:17:45:04:927,16415.0,9928.0,陡降,陡降終點,-3642.0,460.8000000000011
2026:03:06:17:46:20:927,16567.0,11220.0,陡降,陡降起點,773.0,1224.6000000000004
2026:03:06:17:46:23:927,16573.0,11993.0,陡降,陡降終點,773.0,1224.6000000000004
2026:03:06:17:46:26:427,16578.0,10224.0,陡升,陡升起點,2498.0,327.7999999999993
2026:03:06:17:46:32:427,16590.0,12722.0,陡升,陡升終點,2498.0,327.7999999999993
2026:03:06:17:46:33:427,16592.0,13632.0,陡降,陡降起點,-3808.0,474.0000000000018
2026:03:06:17:46:47:427,16620.0,9824.0,陡降,陡降終點,-3808.0,474.0000000000018
2026:03:06:17:48:00:927,16767.0,11105.0,陡降,陡降起點,1058.0,845.0000000000018
2026:03:06:17:48:03:927,16773.0,12163.0,陡降,陡降終點,1058.0,845.0000000000018
2026:03:06:17:48:05:927,16777.0,9876.0,陡升,陡升起點,3203.0,334.79999999999745
2026:03:06:17:48:12:427,16790.0,13079.0,陡升,陡升終點,3203.0,334.79999999999745
2026:03:06:17:48:13:427,16792.0,13508.0,陡降,陡降起點,-3538.0,445.6000000000022
